,,AUTHOR PLOT NUMBER,ND_RV_01,ND_RV_02,ND_RV_03,ND_RV_04,ND_RV_05,ND_RV_06,ND_RV_07,ND_RV_08,ND_RV_09,ND_RV_10,ND_RV_11,ND_RV_12,ND_RV_13,ND_RV_14,LA_RV_15,LA_RV_16,LA_RV_17,LA_RV_18,LA_RV_19,LA_RV_20,LA_RV_21,LA_RV_22,LA_RV_23,LA_RV_24,VD_RV_25,VD_RV_26,VD_RV_27,VD_RV_28,VD_RV_29,VD_RV_30,VD_RV_31,VD_RV_32,VD_RV_33,VD_RV_34,VD_RV_35,VD_RV_36,VD_RV_37,VD_RV_38,VD_RV_39,KH_RV_40,KH_RV_41,KH_RV_42,KH_RV_43,KH_RV_44,KH_RV_45,KH_RV_46,KH_RV_47,KH_RV_48,KH_RV_49,BO_RV_49a,BO_RV_49b,BO_RV_50a,BO_RV_50b,BO_RV_51a,BO_RV_51b,BO_RV_52a,BO_RV_52b,BO_RV_53a,BO_RV_53b,BO_RV_54a,BO_RV_54b,BO_RV_55a,BO_RV_55b,BO_RV_56a,BO_RV_56b,BO_RV_57a,BO_RV_57b,BO_RV_58a,BO_RV_58b,KR_RV_60,KR_RV_61,KR_RV_62,KR_RV_63,KR_RV_64,KR_RV_65,KR_RV_66,KR_RV_67,KR_RV_68,KR_RV_69
Pertusaria sp.,30100,Pertusaria species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,+,0,+,0,+,0,+,0,+,0,0,0,+,0,0,0,0,+
Petasites frigidus,60300,Petasites frigidus (L.) Fr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,r,+,+,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phippsia algida,50200,Phippsia algida (Sol.) R. Br.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,+,+,+,+,+,+,+,1
Physconia muscigena,30200,Physconia muscigena (Ach.) Poelt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,r,0,0,0,0,0,0
Pinus sibirica,70301,Pinus sibirica Du Tour,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinus sylvestris,70301,Pinus sylvestris L.,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plagiomnium ellipticum,10100,Plagiomnium ellipticum (Brid.) T. Kop.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plagiothecium berggrenianum,10200,Plagiothecium berggrenianum Frisvoll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleurozium schreberi,10200,Pleurozium schreberi (Willdenow ex Brid.) Mitt.,3,3,2,2,2,0,0,+,0,0,0,0,0,0,r,+,1,0,r,0,+,+,0,+,0,0,0,0,0,0,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poa arctica,50200,Poa arctica R. Br.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,r,0,0,0,0,0,0,r,+,0,+,0,0,0,0,0,0,0,0,0,0,0,0,1,1,+,0,0,r,0,r,+,+,+,+,+,+,0,+,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pogonatum dentatum,10100,Pogonatum dentatum (Menzies ex Brid.) Brid.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,r,r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,+,+,+,+,+,+,+,0,0,0,0,0,0,0,0,0,0
Pogonatum urnigerum,10100,Pogonatum urnigerum (Hedw.) P. Beauv.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,0
Pohlia cruda,10100,Pohlia cruda (Hedw.) Lindb.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,+,+,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,+,+,0,+,0,+,+,+,+,+
Pohlia crudoides,10100,Pohlia crudoides (Sull. & Lesq.) Broth.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,+,0,+,0,+,0,0,0,0,0,0,0,0,0,0,0
Pohlia nutans,10100,Pohlia nutans (Hedw.) Lindb.,0,0,0,0,0,r,0,0,0,0,r,0,0,0,0,0,0,0,0,0,r,r,r,0,0,0,r,r,0,+,r,+,r,0,0,0,r,r,r,0,0,+,0,0,0,+,0,0,+,+,0,+,0,0,0,0,0,+,+,+,0,+,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polemonium acutiflorum,60300,Polemonium acutiflorum Willd.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polytrichastrum alpinum,10100,Polytrichastrum alpinum (Hedw.) G. L. Sm.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,+,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,+,+,+,0,r,0,+,0,+,0,+,+,1,+,1,1,+,+,+,+,+
Polytrichastrum alpinum var. fragile,10100,Polytrichastrum alpinum var. fragile ((Bryhn) D. G. Long) (Hedw.) G. L. Sm.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,+,+,0
Polytrichum commune,10100,Polytrichum commune Hedw.,r,0,r,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polytrichum hyperboreum,10100,Polytrichum hyperboreum R. Br.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polytrichum jensenii,10100,Polytrichum jensenii I. Hagen,0,0,0,0,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polytrichastrum longisetum,10100,Polytrichum longisetum Swartz ex Brid.,0,0,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polytrichum piliferum,10100,Polytrichum piliferum Hedw.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,r,0,0,0,0,0,0,0,0,0,0,0,0,+,0,0,0,0,0,0,0,0,0,+,0,+,0,+,0,+,0,+,0,0,0,0,0,0,0,0,0,0,0
Polytrichum strictum,10100,Polytrichum strictum Menzies ex Brid.,0,0,0,0,+,0,0,0,r,r,r,0,0,0,+,+,+,+,+,2,+,1,2,2,1,1,1,2,3,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,+,1,+,1,+,+,+,1,0,1,+,1,+,1,0,0,0,0,0,0,0,0,0,0,0,0
Potentilla hyparctica,60200,Potentilla hyparctica Malte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lecidea limosa,30100,Protomicarea limosa Ach.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,r,r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protopannaria pezizoides,30100,Protopannaria pezizoides (Web.) P. M. Jørg. & S. Ekman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,+,+,0,0,+,0,0,+
Protothelenella leucothelia,30100,Protothelenella leucothelia (Nyl.) H. Mayrhofer & Poelt,0,0,0,0,0,0,0,0,r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psilopilum cavifolium,10100,Psilopilum cavifolium (Wils.) I. Hagen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,r,0,0,0
Psoroma hypnorum,30100,Psoroma hypnorum (Vahl) S.F.Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,+,0,0,0,0,0,0,0,0,+,0,+,0,r,r,0,0,0,0,0,0,0,+,0,+,0,+,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptilidium ciliare,20100,Ptilidium ciliare (L.) Hampe,0,r,0,0,0,0,0,r,0,0,0,0,0,0,1,1,1,1,1,1,1,+,1,1,+,+,+,+,+,1,1,1,1,1,1,1,+,1,1,1,0,0,0,0,0,+,0,0,0,+,1,0,2,+,2,+,2,+,2,0,0,0,0,0,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0
Ptilium crista-castrensis,10200,Ptilium crista-castrensis (Hedw.) De Not.,0,0,0,0,0,0,0,r,0,0,0,0,0,0,r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Racomitrium lanuginosum,10200,Racomitrium lanuginosum (Hedw.) Brid.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,r,0,1,1,+,+,+,0,0,+,0,0,+,1,1,+,1,2,2,1,1,1,+,0,r,0,+,r,+,1,+,1,1,0,1,0,1,0,+,0,1,0,1,3,0,2,+,4,+,4,1,4,0,0,0,0,0,0,0,0,0,0
Niphotrichum panschii,10200,Racomitrium panschii (C. Müll.) Kindb.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,r,0,r,r,0,0,0,0,0,r
Rhexophiale rhexoblephara,30100,Rhexophiale rhexoblephara (Nyl.) Hellb.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ledum palustre,70201,Rhododendron  tomentosum subsp. tomentosum (Stokes) Harmaja,2,2,2,2,2,4,3,4,+,r,r,0,0,0,1,0,0,0,1,+,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rinodina turfacea,30100,Rinodina turfacea (Wahlenb.) Körb.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubus chamaemorus,70102,Rubus chamaemorus L.,0,0,0,0,0,2,2,1,1,1,0,0,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rumex arcticus,60300,Rumex arcticus Trautv.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sagina intermedia,60200,Sagina  nivalis (Lindblom) Fr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,+,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix cf. hastata,70202,Salix hastata L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,r,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix lanata,70202,Salix lanata L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix cf. myrtilloides,70202,Salix myrtilloides L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix nummularia,70102,Salix nummularia Andersson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,0,+,1,0,2,0,0,0,0,0,2,2,4,4,3,0,0,0,0,0,0,0,0,0,0,1,3,+,4,1,2,1,3,+,2,0,0,0,0,0,0,0,0,0,0
Salix phylicifolia,70202,Salix phylicifolia L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,+,+,1,1,0,+,0,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix polaris,70102,Salix polaris Wahlenb.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,0,0,0,0,0,1,3,1,3,1,3,+,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix reptans,70102,Salix reptans Rupr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,+,0,0,0,1,1,1,2,1,1,1,0,1,1,0,0,0,0,0,+,0,r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sanionia cf. georgicouncinata,10200,Sanionia nivalis Hedenas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,r,0,0,0,0
Sanionia uncinata,10200,Sanionia uncinata (Hedw.) Loeske,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,r,+,0,+,0,+,+,0,0,r,+,0,0,0,0,0,0,0,0,0,0,r,+,1,r,0,0,0,0,0,+,0,+,+,+,0,+,+,0,+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,r,0,r,0,0
Saxifraga cernua,60300,Saxifraga cernua L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,r,+,+,+,+,1,+,0
Saxifraga oppositifolia,60200,Saxifraga oppositifolia L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,1,+,r,0,0,r,0
Saxifrage cespitosa,60200,Saxifrage cespitosa L.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,+,+,1,+,0,0,0,+,2
Scapania sp.,20100,Scapania species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbilophozia kunzeana,20100,Schljakovia kunzeana (Huebener) Konstant. & Vilnet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,1,+,0,+,0,0,0,0,0,0,0,0,0,0,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siphula ceratites,30300,Siphula ceratites (Wahlenb.) Fr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solorina bispora,30200,Solorina bispora Nyl.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,+,+,+,+,+,0,0,0,+
Solorina crocea,30200,Solorina crocea (L.) Ach.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,+,+,+,0,0,0,+,0,0,0,0,0,0,0,0,0,0,0
Sphaerophorus globosus,30300,Sphaerophorus globosus (Huds.) Vain.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,+,+,+,0,2,3,3,2,2,+,+,+,+,+,1,1,1,1,1,2,2,2,2,2,+,1,1,0,+,1,1,1,+,1,+,2,2,1,+,2,1,+,2,+,1,2,1,2,+,1,1,2,+,1,0,0,0,0,0,0,0,0,0,0
Sphagnum balticum,10300,Sphagnum balticum (Russ.) C. Jens.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphagnum fuscum,10300,Sphagnum fuscum (Schimp.) Klinggr.,0,0,0,0,0,r,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphagnum girgensohnii,10300,Sphagnum girgensohnii Russ.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphagnum lenense,10300,Sphagnum lenense H. Lindb. ex L. I. Savicz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,0,0,0,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphagnum majus,10300,Sphagnum majus (Russ.) C. Jens.,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphagnum rubellum,10300,Sphagnum rubellum Wils.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphagnum squarrosum,10300,Sphagnum squarrosum Crome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphagnum teres,10300,Sphagnum teres (Schimp.) Aongstr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphagnum warnstorfii,10300,Sphagnum warnstorfii Russ.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphenolobus minutus,20100,Sphenolobus minutus (Schreb.) Berggr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,r,+,+,r,0,1,1,+,+,0,0,0,r,r,+,r,r,+,0,1,+,r,0,0,2,1,+,1,1,1,1,1,1,1,1,1,1,1,1,1,+,1,1,2,0,0,0,+,0,0,0,0,0,+,0,0,0,0,0,0,0,0,0,0
Splachnum sphaericum,10100,Splachnum sphaericum Hedw.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,0,0,0,0,0,0,0,0,0,0,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
