"observation_id","occurrence_id","name_submitted","family","genus","latitude","longitude","decimalLatitude","decimalLongitude","country","country_code","state_province","county_parish","municipality","country_raw","state_province_raw","county_raw","municipality_raw","political_units_raw","locality","verbatim_locality","locality_notes","island","island_group","water_body","date_collected","event_year","event_month","event_day","collector","catalog_number","record_number","basis_of_record","occurrence_status","establishment_means","verbatim_elevation","elevation_m","elevation_min_m","elevation_max_m","coordinate_uncertainty_m","geodetic_datum","georeference_remarks","habitat","occurrence_remarks","source_citation","source_url","source_file","source_sheet","original_row_number","taxon_scrub_status","tnrs_matched_name","gnrs_status","gvs_status","nsr_native_status"
"gosline_2023_3161","26928","MaterialCitation",,,7.67,-8.39,7.67,-8.39,,"GN",,,,,,,,"countryCode=GN",,,,,,,,,,,"Rainbio","UB99820","s.n.","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3161,"UNRESOLVED",,,,
"gosline_2023_3162","18403","MaterialCitation",,,9.56,-13.58,9.56,-13.58,,"GN",,,,,,,,"countryCode=GN",,,,,,,"29/10/1954",,,54,"Schnell, RAA","WAG.1560500","7727","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3162,"UNRESOLVED",,,,
"gosline_2023_3163","17399","MaterialCitation",,,9.41,-13.08,9.41,-13.08,,"GN",,,,,,,,"countryCode=GN",,,,,,,"31/08/1954",,,54,"Jacques-Félix, H","WAG.1560678","7057","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3163,"UNRESOLVED",,,,
"gosline_2023_3164","20422","MaterialCitation",,,9.56,-13.58,9.56,-13.58,,"GN",,,,,,,,"countryCode=GN",,,,,,,"31/10/1954",,,54,"Schnell, RAA","WAG.1560450","7731","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3164,"UNRESOLVED",,,,
"gosline_2023_3165","3823","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,,,,,"Schnell, RAA","Lisowski","obs.","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3165,"UNRESOLVED",,,,
"gosline_2023_3166","14779","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,"19/04/1965",,,65,"Adam, J-G","P01191801","26813","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3166,"UNRESOLVED",,,,
"gosline_2023_3167","20633","MaterialCitation",,,7.69,-8.39,7.69,-8.39,,"GN",,,,,,,,"countryCode=GN",,,,,,,"29/08/2009",,,9,"Haba, O-O","WAG.1041243","160","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3167,"UNRESOLVED",,,,
"gosline_2023_3168","21672","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,"17/02/1899",,,99,"Chevalier, AJB","P00374552","422","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3168,"UNRESOLVED",,,,
"gosline_2023_3169","18960","MaterialCitation",,,7.99,-9.03,7.99,-9.03,,"GN",,,,,,,,"countryCode=GN",,,,,,,"25/04/2011",,,11,"Jongkind, CCH","WAG.1041313","10306","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3169,"UNRESOLVED",,,,
"gosline_2023_3170","14778","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,"08/03/1949",,,49,"Adam, J-G","P01191792","3964","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3170,"UNRESOLVED",,,,
"gosline_2023_3171","9646","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,,,,,"Adam, J-G","Berhaut","14433","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3171,"UNRESOLVED",,,,
"gosline_2023_3172","17772","MaterialCitation",,,7.44,-9.3,7.44,-9.3,,"GN",,,,,,,,"countryCode=GN",,,,,,,"29/04/2011",,,11,"Jongkind, CCH","WAG.1042129","10460","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3172,"UNRESOLVED",,,,
"gosline_2023_3173","19750","MaterialCitation",,,7.7,-8.4,7.7,-8.4,,"GN",,,,,,,,"countryCode=GN",,,,,,,"16/11/2007",,,7,"Jongkind, CCH","WAG.1042207","8035","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3173,"UNRESOLVED",,,,
"gosline_2023_3174","4032","MaterialCitation",,,11.04,-12.27,11.04,-12.27,,"GN",,,,,,,,"countryCode=GN",,,,,,,"21/10/2016",,,16,"Balde, A","K000874172","76","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3174,"UNRESOLVED",,,,
"gosline_2023_3175","3271","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,,,,,"Adam, J-G","Lisowski","14563","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3175,"UNRESOLVED",,,,
"gosline_2023_3176","6818","MaterialCitation",,,10.73,-14.55,10.73,-14.55,,"GN",,,,,,,,"countryCode=GN",,,,,,,"26/11/2007",,,7,"Camara, A","K001061450","107","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3176,"UNRESOLVED",,,,
"gosline_2023_3177","19437","MaterialCitation",,,11.43,-11.35,11.43,-11.35,,"GN",,,,,,,,"countryCode=GN",,,,,,,"30/01/1962",,,62,"Langdale-Brown, I","WAG.1780816","2576","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3177,"UNRESOLVED",,,,
"gosline_2023_3178","19422","MaterialCitation",,,10.38,-9.3,10.38,-9.3,,"GN",,,,,,,,"countryCode=GN",,,,,,,"20/11/1966",,,66,"Lisowski, S","WAG.1780736","11280","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3178,"UNRESOLVED",,,,
"gosline_2023_3179","3036","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,,,,,"Adam, J-G","Lisowski","1254","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3179,"UNRESOLVED",,,,
"gosline_2023_3180","10502","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,,,,,"Lisowski, S","Lisowski","11615","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3180,"UNRESOLVED",,,,
"gosline_2023_3181","21265","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,"01/11/1956",,,56,"Jacques-Félix, H","P00461871","7325","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3181,"UNRESOLVED",,,,
"gosline_2023_3182","3039","MaterialCitation",,,9.9,-12.55,9.9,-12.55,,"GN",,,,,,,,"countryCode=GN",,,,,,,"16/11/2011",,,11,"Cheek, M","WTA","16006","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3182,"UNRESOLVED",,,,
"gosline_2023_3183","14160","MaterialCitation",,,7.65,-8.37,7.65,-8.37,,"GN",,,,,,,,"countryCode=GN",,,,,,,"25/11/2007",,,7,"Nimba Botanic Team","WAG.1545294","JR 458","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3183,"UNRESOLVED",,,,
"gosline_2023_3184","17089","MaterialCitation",,,10.33,-14.35,10.33,-14.35,,"GN",,,,,,,,"countryCode=GN",,,,,,,"19/10/2016",,,16,"Bidault, E","P01192385","2442","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3184,"UNRESOLVED",,,,
"gosline_2023_3185","19967","MaterialCitation",,,7.69,-8.42,7.69,-8.42,,"GN",,,,,,,,"countryCode=GN",,,,,,,"13/08/2008",,,8,"Jongkind, CCH","WAG.1545307","8333","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3185,"UNRESOLVED",,,,
"gosline_2023_3186","11553","MaterialCitation",,,9.54,-12.86,9.54,-12.86,,"GN",,,,,,,,"countryCode=GN",,,,,,,"04/02/2019",,,19,"Burgt, XM van der","K001381400","2257","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3186,"UNRESOLVED",,,,
"gosline_2023_3187","1085","MaterialCitation",,,7.76,-8.34,7.76,-8.34,,"GN",,,,,,,,"countryCode=GN",,,,,,,"25/03/2009",,,9,"Haba, O-O","WAG0320392","148","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3187,"UNRESOLVED",,,,
"gosline_2023_3188","17081","MaterialCitation",,,10.41,-14.32,10.41,-14.32,,"GN",,,,,,,,"countryCode=GN",,,,,,,"18/10/2016",,,16,"Bidault, E","P01192386","2426","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3188,"UNRESOLVED",,,,
"gosline_2023_3189","19662","MaterialCitation",,,7.72,-8.4,7.72,-8.4,,"GN",,,,,,,,"countryCode=GN",,,,,,,"11/07/2007",,,7,"Jongkind, CCH","WAG0049709","7923","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3189,"UNRESOLVED",,,,
"gosline_2023_3190","27041","MaterialCitation",,,9.16,-10.59,9.16,-10.59,,"GN",,,,,,,,"countryCode=GN",,,,,,,"19/11/1905",,,5,"Caille","P05476955","s.n.","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3190,"UNRESOLVED",,,,
"gosline_2023_3191","20760","MaterialCitation",,,10.21,-13.05,10.21,-13.05,,"GN",,,,,,,,"countryCode=GN",,,,,,,"01/04/1931",,,31,"Jacques-Félix, H","P00374270","72","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3191,"UNRESOLVED",,,,
"gosline_2023_3192","13690","MaterialCitation",,,9.52,-13.24,9.52,-13.24,,"GN",,,,,,,,"countryCode=GN",,,,,,,"07/05/2012",,,12,"Cheek, M","K000673764","16718","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3192,"UNRESOLVED",,,,
"gosline_2023_3193","17149","MaterialCitation",,,10.42,-14.31,10.42,-14.31,,"GN",,,,,,,,"countryCode=GN",,,,,,,"20/10/2016",,,16,"Bidault, E","P01192516","2464","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3193,"UNRESOLVED",,,,
"gosline_2023_3194","28000","MaterialCitation",,,7.61346,-8.45343,7.61346,-8.45343,,"GN",,,,,,,,"countryCode=GN",,,,,,,"27/09/2020",,,20,"Transects Guinée","MO:Tropicos:101302001","1588","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3194,"UNRESOLVED",,,,
"gosline_2023_3195","11084","MaterialCitation",,,8.22,-9.15,8.22,-9.15,,"GN",,,,,,,,"countryCode=GN",,,,,,,"06/11/1949",,,49,"Adam, J-G","P00693973","6861","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3195,"UNRESOLVED",,,,
"gosline_2023_3196","24300","MaterialCitation",,,7.64,-8.34,7.64,-8.34,,"GN",,,,,,,,"countryCode=GN",,,,,,,"27/06/2012",,,12,"Nimba Botanic Team","WAG.1870755","JC 648","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3196,"UNRESOLVED",,,,
"gosline_2023_3197","14252","MaterialCitation",,,7.61,-8.44,7.61,-8.44,,"GN",,,,,,,,"countryCode=GN",,,,,,,"06/12/2007",,,7,"Nimba Botanic Team","WAG.1865887","JR 1501","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3197,"UNRESOLVED",,,,
"gosline_2023_3198","17845","MaterialCitation",,,7.97,-9.11,7.97,-9.11,,"GN",,,,,,,,"countryCode=GN",,,,,,,"09/05/2011",,,11,"Jongkind, CCH","WAG8002268","10673","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3198,"UNRESOLVED",,,,
"gosline_2023_3199","28397","MaterialCitation",,,8.32552,-9.20863,8.32552,-9.20863,,"GN",,,,,,,,"countryCode=GN",,,,,,,"23/04/2020",,,20,"Koïvogui K","MO:Tropicos:101199061","300","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3199,"UNRESOLVED",,,,
"gosline_2023_3200","18487","MaterialCitation",,,7.68,-9.24,7.68,-9.24,,"GN",,,,,,,,"countryCode=GN",,,,,,,"30/04/2011",,,11,"Koenen, EJM","WAG8002299","142","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3200,"UNRESOLVED",,,,
"gosline_2023_3201","19019","MaterialCitation",,,7.64,-9.25,7.64,-9.25,,"GN",,,,,,,,"countryCode=GN",,,,,,,"01/05/2011",,,11,"Jongkind, CCH","WAG8002269","10522","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3201,"UNRESOLVED",,,,
"gosline_2023_3202","4315","MaterialCitation",,,8.64,-8.51,8.64,-8.51,,"GN",,,,,,,,"countryCode=GN",,,,,,,"27/02/1899",,,99,"Chevalier, AJB","WTA","477","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3202,"UNRESOLVED",,,,
"gosline_2023_3203","19234","MaterialCitation",,,7.99,-9.11,7.99,-9.11,,"GN",,,,,,,,"countryCode=GN",,,,,,,"17/02/2012",,,12,"Simons, ELAN","WAG.1219784","888","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3203,"UNRESOLVED",,,,
"gosline_2023_3204","11568","MaterialCitation",,,10.65,-9.88,10.65,-9.88,,"GN",,,,,,,,"countryCode=GN",,,,,,,,,,,"Chevalier, AJB","WTA","365","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3204,"UNRESOLVED",,,,
"gosline_2023_3205","27544","MaterialCitation",,,,,,,,"GN",,,,,,,,"countryCode=GN",,,,,,,"29/03/1939",,,39,"Chillon, J","K000385941","1195","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3205,"UNRESOLVED",,,,
"gosline_2023_3206","20179","MaterialCitation",,,8.55,-8.88,8.55,-8.88,,"GN",,,,,,,,"countryCode=GN",,,,,,,"22/03/2008",,,8,"Haba, PK","WAG.1897555","175","preservedspecimen",,,,,,,,,,,,"Gosline G, Laing T, Burrows J, Jansen-Jacobs M, Sonke B, Cheek M (2023) A Taxonomically-verified and Vouchered Checklist of the Vascular Plants of the Republic of Guinea. Scientific Data 10. https://doi.org/10.1038/s41597-023-02236-6","https://www.nature.com/articles/s41597-023-02236-6","gosline_2023_gbif_dwca.zip","occurrence",3206,"UNRESOLVED",,,,
